,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2015-11-09,26.27,17.25,22.29,82.11
2015-11-10,25.51,16.26,13.64,79.72
2015-11-11,26.17,16.28,11.31,82.67
2015-11-12,27.65,16.07,1.81,76.51
2015-11-13,27.36,16.47,1.69,80.14
2015-11-14,26.99,17.06,4.37,81.74
2015-11-15,26.3,16.81,7.5,85.27
2015-11-16,25.43,17.28,6.61,84.35
2015-11-17,23.21,16.55,10.44,88.82
2015-11-18,25.66,15.9,7.73,84.08
2015-11-19,26.44,16.38,6.2,83.42
2015-11-20,26.66,16.66,7.93,83.93
2015-11-21,25.62,16.83,17.58,87.46
2015-11-22,25.9,15.98,3.46,82.3
2015-11-23,26.78,15.08,1.77,80.66
2015-11-24,25.33,16.71,3.57,84.15
2015-11-25,26.77,16.4,9.54,81.23
2015-11-26,24.78,17.33,10.33,87.13
2015-11-27,24.55,16.46,9.25,87.94
2015-11-28,25.16,15.8,7.06,86.47
2015-11-29,24.76,17.08,12.04,87.36
2015-11-30,24.66,16.39,5.77,83.93
2015-12-01,26.4,16.12,3.08,81.01
2015-12-02,26.74,15.88,2.39,80.94
2015-12-03,26.09,16.57,3.1,83.75
2015-12-04,26.11,16.32,3.66,83.06
2015-12-05,26.78,16.46,1.99,80.33
2015-12-06,28.09,16.35,1.11,75.01
2015-12-07,27.05,16.38,1.57,79.92
2015-12-08,25.87,16.86,2.27,83.16
2015-12-09,26.96,16.12,0.97,80.53
2015-12-10,26.12,15.3,1.02,75.63
2015-12-11,28.23,16.34,1.04,73.71
2015-12-12,28.25,16.18,2.2,71.54
2015-12-13,26.28,17.57,40.81,80.93
2015-12-14,20.97,17.57,23.09,91.95
2015-12-15,24.26,16.94,9.07,87.57
2015-12-16,25.23,16.33,1.62,82.89
2015-12-17,24.96,15.77,5.31,86.28
2015-12-18,23.84,15.91,5.53,87.51
2015-12-19,24.38,15.39,1.58,85.83
2015-12-20,25.17,15.99,3.64,83.69
2015-12-21,25.82,14.87,1.1,80.27
2015-12-22,26.44,12.99,0.28,73.11
2015-12-23,25.31,13.61,1.11,78.1
2015-12-24,25.79,14.44,0.93,77.45
2015-12-25,26.08,14.79,2.02,80.67
2015-12-26,26.16,16.14,3.73,83.26
2015-12-27,25.92,16.77,1.9,84.45
2015-12-28,26.19,15.64,0.52,79.02
2015-12-29,26.28,13.61,0.02,71.82
2015-12-30,27.55,13.65,0.02,69.82
2015-12-31,28.38,15.46,0.03,69.84
2016-01-01,28.41,16.53,0.12,73.25
2016-01-02,27.75,15.61,0.8,73.25
2016-01-03,27.64,16.29,3.95,78.13
2016-01-04,26.06,16.77,7.97,83.49
2016-01-05,26.27,16.2,6.64,82.54
2016-01-06,27.42,15.96,0.72,77.23
2016-01-07,26.8,16.47,0.25,75.58
2016-01-08,27.48,15.3,0.1,72.26
2016-01-09,27.85,15.13,0.06,71.35
2016-01-10,28.15,16.27,0.15,70.49
2016-01-11,25.92,16.72,2.74,78.34
2016-01-12,25.82,16.35,3.23,81.45
2016-01-13,27.12,15.92,1.17,76.91
2016-01-14,27.43,15.53,4.68,76.25
2016-01-15,27.12,17.29,7.3,76.85
2016-01-16,23.88,17.19,8.25,84.94
2016-01-17,26.28,16.9,10.9,77.89
2016-01-18,26.38,18.21,8.11,77.34
2016-01-19,25.59,17.89,10.34,81.18
2016-01-20,24.94,16.99,6.48,83.94
2016-01-21,26.0,15.83,2.06,78.72
2016-01-22,26.94,15.28,0.36,72.51
2016-01-23,27.54,14.18,0.09,68.01
2016-01-24,28.39,14.29,0.07,66.32
2016-01-25,29.26,15.4,0.05,67.52
2016-01-26,29.18,15.5,0.02,64.02
2016-01-27,29.65,14.93,0.98,61.68
2016-01-28,26.96,18.07,1.44,71.96
2016-01-29,26.63,16.58,0.8,76.61
2016-01-30,27.72,15.35,0.31,73.23
2016-01-31,27.92,15.47,0.28,70.07
2016-02-01,28.56,16.06,0.11,69.63
2016-02-02,27.76,13.99,0.01,61.89
2016-02-03,28.5,12.81,0.01,59.46
2016-02-04,29.48,13.78,0.01,58.57
2016-02-05,29.27,13.49,0.01,52.76
2016-02-06,29.32,14.16,0.0,55.05
2016-02-07,30.87,15.22,0.05,54.52
2016-02-08,31.08,18.53,1.22,64.15
2016-02-09,28.27,18.29,2.41,76.4
2016-02-10,29.07,18.1,2.48,75.3
2016-02-11,28.63,17.22,2.72,72.6
2016-02-12,29.7,16.02,0.2,64.76
2016-02-13,29.8,15.79,0.1,62.96
2016-02-14,29.52,15.28,0.01,60.16
2016-02-15,29.55,15.0,0.02,59.98
2016-02-16,28.63,15.45,0.01,63.51
2016-02-17,30.91,15.04,0.0,58.14
2016-02-18,31.96,16.9,0.22,57.35
2016-02-19,29.13,16.89,0.13,63.31
2016-02-20,28.05,15.65,0.01,60.57
2016-02-21,28.83,13.42,0.0,53.0
2016-02-22,30.5,13.74,0.0,51.1
2016-02-23,30.33,15.6,0.0,59.34
2016-02-24,30.46,15.48,0.0,60.45
2016-02-25,31.56,15.62,0.21,57.81
2016-02-26,28.57,17.28,3.04,69.56
2016-02-27,29.23,17.31,3.41,72.05
2016-02-28,28.11,16.8,3.08,74.71
2016-02-29,28.64,17.18,4.3,74.22
2016-03-01,28.99,17.41,2.94,73.08
2016-03-02,28.24,17.29,2.27,72.54
2016-03-03,29.97,17.17,1.78,70.18
2016-03-04,29.98,17.21,0.36,67.01
2016-03-05,30.89,16.59,0.36,64.56
2016-03-06,31.85,16.5,0.74,61.2
2016-03-07,30.27,17.81,22.24,69.68
2016-03-08,28.47,18.53,9.77,76.15
2016-03-09,27.16,17.7,5.85,80.32
2016-03-10,25.37,18.36,3.04,81.37
2016-03-11,29.9,16.85,1.59,71.77
2016-03-12,28.97,17.41,0.71,72.83
2016-03-13,30.09,15.8,0.0,62.46
2016-03-14,30.89,15.83,0.0,62.3
2016-03-15,31.22,16.35,0.0,60.94
2016-03-16,32.02,16.13,0.0,56.34
2016-03-17,32.63,17.4,0.32,57.78
2016-03-18,30.3,17.53,0.37,64.25
2016-03-19,29.87,18.02,1.13,63.45
2016-03-20,32.04,18.01,0.73,59.96
2016-03-21,31.82,18.02,0.15,59.55
2016-03-22,31.28,17.38,0.35,59.56
2016-03-23,32.4,17.56,0.74,56.97
2016-03-24,31.39,16.93,0.47,61.36
2016-03-25,30.12,16.86,1.76,65.29
2016-03-26,30.52,16.22,0.57,63.13
2016-03-27,31.94,17.4,0.29,60.67
2016-03-28,33.45,17.7,0.12,56.13
2016-03-29,33.03,17.75,0.43,59.74
2016-03-30,31.66,18.17,1.61,65.88
2016-03-31,32.23,18.39,3.83,63.98
2016-04-01,28.97,18.64,10.82,74.33
2016-04-02,29.54,17.76,10.71,74.2
2016-04-03,28.98,17.41,4.4,74.37
2016-04-04,25.69,17.47,2.9,74.9
2016-04-05,29.73,16.13,1.65,68.54
2016-04-06,28.13,17.71,5.08,76.92
2016-04-07,29.98,16.49,0.8,65.71
2016-04-08,31.58,15.82,0.52,60.44
2016-04-09,30.46,17.41,4.49,71.81
2016-04-10,29.91,17.61,5.18,74.37
2016-04-11,29.81,18.33,4.24,73.49
2016-04-12,28.83,17.69,6.41,76.29
2016-04-13,30.1,16.66,2.69,69.97
2016-04-14,30.76,17.13,3.44,68.65
2016-04-15,29.79,16.93,6.07,78.32
2016-04-16,27.15,17.74,6.96,81.14
2016-04-17,28.24,17.13,22.07,78.56
2016-04-18,28.38,16.77,1.43,76.69
2016-04-19,28.22,16.87,4.86,77.94
2016-04-20,28.91,17.53,3.46,75.72
2016-04-21,28.1,17.61,1.28,76.58
2016-04-22,28.85,17.08,2.33,74.25
2016-04-23,28.1,17.32,4.28,79.37
2016-04-24,28.15,17.71,22.61,80.11
2016-04-25,27.11,17.6,21.93,80.75
2016-04-26,26.91,17.18,4.09,80.38
2016-04-27,27.66,17.35,4.24,78.65
2016-04-28,27.08,16.73,16.69,81.86
2016-04-29,24.92,17.27,10.67,85.0
2016-04-30,21.75,17.33,21.17,90.4
2016-05-01,23.62,16.94,10.9,87.3
2016-05-02,26.5,16.65,3.45,80.65
2016-05-03,27.52,15.47,1.29,77.42
2016-05-04,27.58,16.86,0.84,78.43
2016-05-05,26.89,17.4,6.0,84.27
2016-05-06,26.37,16.75,4.17,80.18
2016-05-07,27.23,15.84,1.78,75.87
2016-05-08,26.23,14.92,0.6,71.24
2016-05-09,26.89,14.31,3.02,76.29
2016-05-10,24.65,16.06,7.03,84.11
2016-05-11,26.75,14.81,1.18,78.05
2016-05-12,26.97,15.58,0.95,76.86
2016-05-13,26.46,16.04,5.05,80.13
2016-05-14,27.24,15.42,1.09,77.84
2016-05-15,27.61,14.28,0.24,71.15
2016-05-16,27.61,13.11,1.08,68.28
2016-05-17,28.32,14.76,10.47,75.96
2016-05-18,25.72,17.0,21.93,85.63
2016-05-19,23.79,15.96,15.49,85.94
2016-05-20,24.46,15.26,12.92,85.09
2016-05-21,25.83,14.07,0.65,78.24
2016-05-22,25.72,15.26,0.41,81.12
2016-05-23,25.69,15.5,0.62,80.48
2016-05-24,25.9,14.59,0.34,77.39
2016-05-25,26.46,14.19,0.37,75.99
2016-05-26,26.86,14.99,0.38,77.92
2016-05-27,26.78,14.53,0.2,75.7
2016-05-28,26.82,14.1,0.05,72.58
2016-05-29,26.75,13.67,0.04,70.76
2016-05-30,27.39,14.72,0.07,70.71
2016-05-31,27.35,14.11,0.02,71.5
2016-06-01,27.31,14.97,0.02,73.16
2016-06-02,28.27,14.51,0.01,70.86
2016-06-03,27.93,15.02,0.03,71.18
2016-06-04,27.8,14.0,0.02,69.8
2016-06-05,27.41,14.49,0.21,72.34
2016-06-06,26.13,15.96,0.53,77.14
2016-06-07,26.47,15.59,0.31,73.44
2016-06-08,27.09,15.01,0.27,70.88
2016-06-09,27.15,13.91,0.11,67.24
2016-06-10,26.19,13.23,0.25,70.21
2016-06-11,24.88,14.35,0.75,76.18
2016-06-12,28.07,14.25,0.23,71.06
2016-06-13,28.2,14.38,0.25,70.19
2016-06-14,28.52,13.16,0.09,65.19
2016-06-15,27.13,13.54,0.38,65.86
2016-06-16,25.99,14.8,2.84,76.41
2016-06-17,23.05,15.19,13.54,85.32
2016-06-18,21.38,15.28,5.89,85.68
2016-06-19,23.51,14.99,3.0,80.78
2016-06-20,25.18,14.78,3.42,81.61
2016-06-21,22.62,15.1,4.61,82.66
2016-06-22,21.83,14.01,2.77,83.06
2016-06-23,23.13,12.98,3.6,78.57
2016-06-24,23.72,13.5,2.37,77.85
2016-06-25,24.34,12.46,0.52,73.4
2016-06-26,24.94,12.79,0.53,77.34
2016-06-27,25.22,13.63,0.56,76.21
2016-06-28,25.81,13.77,1.06,74.5
2016-06-29,24.95,14.1,2.18,77.83
2016-06-30,26.37,13.7,0.66,72.54
2016-07-01,27.09,13.6,0.43,67.71
2016-07-02,26.25,13.8,0.24,72.56
2016-07-03,26.39,14.89,0.35,75.45
2016-07-04,27.44,14.63,0.93,71.54
2016-07-05,26.39,12.41,0.21,64.94
2016-07-06,27.23,12.18,0.42,66.48
2016-07-07,25.91,13.29,0.61,73.02
2016-07-08,24.66,14.53,1.35,77.08
2016-07-09,24.74,13.27,0.81,73.33
2016-07-10,24.67,12.97,0.41,70.03
2016-07-11,25.53,11.93,0.67,66.56
2016-07-12,22.98,12.31,0.38,70.07
2016-07-13,25.15,11.3,0.57,67.46
2016-07-14,25.15,12.22,0.52,72.06
2016-07-15,24.85,12.45,0.26,70.97
2016-07-16,24.22,13.49,0.33,73.7
2016-07-17,24.59,13.32,0.47,72.92
2016-07-18,25.97,13.15,0.35,71.38
2016-07-19,27.17,13.74,0.27,69.29
2016-07-20,26.47,13.42,1.36,69.72
2016-07-21,26.69,13.23,1.44,70.0
2016-07-22,25.16,13.89,1.6,72.16
2016-07-23,26.58,12.68,0.49,66.74
2016-07-24,26.96,12.97,1.27,65.79
2016-07-25,26.48,13.95,0.61,70.66
2016-07-26,26.59,13.83,0.3,70.08
2016-07-27,28.24,13.5,0.57,67.95
2016-07-28,26.91,13.07,0.61,66.68
2016-07-29,26.17,14.59,0.4,70.64
2016-07-30,26.43,13.88,1.41,71.57
2016-07-31,26.66,14.22,1.9,69.87
2016-08-01,28.45,13.29,0.35,66.49
2016-08-02,28.68,12.45,0.7,64.46
2016-08-03,27.56,13.43,2.4,67.15
2016-08-04,25.66,14.66,3.08,73.76
2016-08-05,24.95,14.11,2.59,74.36
2016-08-06,24.84,13.62,2.68,75.37
2016-08-07,24.63,13.82,0.68,69.01
2016-08-08,24.97,13.69,1.15,71.08
2016-08-09,24.7,13.37,1.31,72.21
2016-08-10,25.01,12.49,1.6,68.09
2016-08-11,25.8,12.67,1.93,70.32
2016-08-12,24.94,13.86,4.84,73.48
2016-08-13,26.35,12.77,1.55,71.37
2016-08-14,26.12,13.87,0.78,71.99
2016-08-15,26.36,13.85,0.74,72.63
2016-08-16,27.0,13.59,0.53,67.26
2016-08-17,27.36,12.77,0.4,66.07
2016-08-18,27.44,13.78,0.4,65.13
2016-08-19,28.41,13.49,0.18,66.0
2016-08-20,27.66,13.75,0.47,68.62
2016-08-21,26.74,14.08,2.94,70.81
2016-08-22,25.91,14.47,3.96,73.23
2016-08-23,26.5,14.62,1.47,69.89
2016-08-24,26.88,13.25,0.07,62.62
2016-08-25,27.47,11.52,0.04,62.54
2016-08-26,26.6,13.23,0.08,66.38
2016-08-27,27.11,13.14,0.04,65.36
2016-08-28,26.16,12.5,0.05,64.05
2016-08-29,25.1,12.56,0.4,67.93
2016-08-30,25.76,12.62,0.99,68.52
2016-08-31,26.32,12.64,0.68,68.06
2016-09-01,25.51,13.0,0.73,67.94
2016-09-02,25.32,12.76,0.78,67.31
2016-09-03,27.58,12.4,1.09,68.68
2016-09-04,26.09,13.16,1.02,68.56
2016-09-05,26.94,13.95,1.18,71.75
2016-09-06,27.28,13.74,0.47,69.72
2016-09-07,28.17,13.14,0.28,66.53
2016-09-08,29.12,13.36,0.2,59.75
2016-09-09,28.84,13.64,0.12,58.33
2016-09-10,28.22,12.95,0.57,63.76
2016-09-11,28.72,14.16,0.53,59.2
2016-09-12,28.76,13.77,0.17,58.48
2016-09-13,29.19,13.5,0.18,59.23
2016-09-14,28.7,14.48,2.71,64.88
2016-09-15,28.97,14.27,0.41,60.23
2016-09-16,29.89,13.78,0.43,58.92
2016-09-17,29.91,14.29,0.5,58.55
2016-09-18,28.9,13.81,0.69,60.07
2016-09-19,27.08,14.59,0.9,61.48
2016-09-20,27.4,13.07,0.78,61.09
2016-09-21,27.66,13.57,2.23,64.52
2016-09-22,28.94,13.66,0.58,61.8
2016-09-23,29.81,14.18,0.48,62.95
2016-09-24,28.91,15.24,0.73,65.03
2016-09-25,25.91,15.09,2.56,70.6
2016-09-26,27.92,14.9,1.13,65.46
2016-09-27,27.67,14.36,0.45,61.75
2016-09-28,28.14,14.52,0.79,67.68
2016-09-29,29.02,16.37,2.23,69.35
2016-09-30,29.38,15.22,0.79,62.52
2016-10-01,28.68,14.72,0.67,62.81
2016-10-02,28.67,14.97,0.91,63.38
2016-10-03,29.86,15.94,2.53,64.15
2016-10-04,28.11,15.74,4.73,68.01
2016-10-05,28.15,14.5,2.19,64.48
2016-10-06,29.65,14.68,1.75,64.22
2016-10-07,30.28,14.87,0.51,58.25
2016-10-08,29.98,14.99,0.31,60.1
2016-10-09,29.82,15.7,1.0,64.07
2016-10-10,29.32,15.32,0.6,63.65
2016-10-11,29.44,15.0,0.21,59.85
2016-10-12,30.02,13.67,0.08,56.73
2016-10-13,30.35,14.23,0.11,53.94
2016-10-14,30.71,13.47,0.08,53.07
2016-10-15,30.48,14.47,0.08,52.79
2016-10-16,30.96,13.5,0.07,50.37
2016-10-17,30.57,14.31,0.14,52.25
2016-10-18,30.85,14.71,0.11,52.98
2016-10-19,30.27,14.83,0.29,56.17
2016-10-20,29.59,14.97,0.35,57.11
2016-10-21,30.25,14.72,0.71,59.08
2016-10-22,29.21,15.05,1.85,63.29
2016-10-23,29.1,16.04,0.53,60.48
2016-10-24,30.39,14.66,0.29,53.02
2016-10-25,30.08,16.19,0.5,61.47
2016-10-26,30.04,16.4,0.72,62.6
2016-10-27,29.63,16.14,0.48,64.35
2016-10-28,26.11,16.26,6.69,74.47
2016-10-29,28.68,15.2,2.86,65.27
2016-10-30,31.1,15.53,0.32,58.88
2016-10-31,30.49,16.12,0.39,60.12
2016-11-01,30.08,16.56,1.56,63.87
2016-11-02,27.13,17.01,5.87,74.57
2016-11-03,26.62,16.46,6.8,79.33
2016-11-04,27.28,16.58,3.88,76.58
2016-11-05,28.08,16.11,4.03,74.65
2016-11-06,29.06,15.81,1.87,68.69
2016-11-07,28.75,15.39,3.2,70.22
2016-11-08,28.17,15.96,3.46,67.6
2016-11-09,27.98,15.38,2.88,68.26
2016-11-10,26.6,16.04,3.84,73.42
2016-11-11,27.64,15.92,4.05,69.75
2016-11-12,28.79,15.33,2.21,64.96
2016-11-13,27.59,16.4,3.56,73.38
2016-11-14,26.05,16.45,10.25,79.7
2016-11-15,25.78,16.24,14.2,81.83
2016-11-16,25.04,15.99,17.79,81.02
2016-11-17,23.62,16.52,17.46,85.49
2016-11-18,25.48,15.6,11.27,83.33
2016-11-19,24.23,16.78,16.86,86.26
2016-11-20,25.22,16.13,11.54,84.34
2016-11-21,25.78,16.41,17.2,84.6
2016-11-22,23.57,15.91,7.06,82.11
2016-11-23,25.2,14.61,5.66,81.77
2016-11-24,26.11,16.27,8.94,82.72
2016-11-25,26.69,16.01,10.38,79.39
2016-11-26,26.3,15.51,4.28,80.74
2016-11-27,26.63,15.81,3.21,80.06
2016-11-28,26.46,16.17,5.37,82.62
2016-11-29,25.86,16.52,5.16,84.72
2016-11-30,24.79,15.81,3.92,83.73
2016-12-01,26.99,15.05,0.29,77.53
2016-12-02,26.18,15.08,0.9,80.03
2016-12-03,25.09,16.56,1.43,80.14
2016-12-04,25.18,16.31,5.68,83.28
2016-12-05,25.72,14.78,1.48,76.3
2016-12-06,27.01,13.84,0.2,70.65
2016-12-07,26.89,14.72,0.71,74.68
2016-12-08,26.88,15.84,0.76,76.69
2016-12-09,27.44,15.07,0.3,72.7
2016-12-10,27.42,15.83,0.54,72.96
2016-12-11,27.3,16.03,1.42,75.35
2016-12-12,26.95,16.19,2.07,78.65
2016-12-13,26.51,15.79,1.11,76.54
2016-12-14,27.2,14.58,0.57,72.46
2016-12-15,28.69,14.57,0.13,68.23
2016-12-16,29.31,15.81,0.43,64.7
2016-12-17,28.66,15.6,0.12,64.62
2016-12-18,28.24,14.41,0.1,62.64
2016-12-19,28.34,12.78,0.02,57.13
2016-12-20,28.55,13.08,0.04,60.68
2016-12-21,27.79,15.03,1.13,75.12
2016-12-22,26.62,15.7,1.18,75.87
2016-12-23,27.36,14.69,0.2,69.25
2016-12-24,26.82,15.07,0.46,72.23
2016-12-25,25.51,16.29,1.25,75.65
2016-12-26,26.97,16.54,2.64,73.96
2016-12-27,26.68,15.76,1.85,73.49
2016-12-28,28.14,15.32,0.57,67.41
2016-12-29,28.06,15.65,0.61,68.16
2016-12-30,27.54,16.12,1.08,70.27
2016-12-31,27.8,16.68,0.63,69.81
2017-01-01,27.63,15.86,0.45,66.69
2017-01-02,28.41,15.42,0.19,62.59
2017-01-03,28.93,13.9,0.02,59.35
2017-01-04,28.74,12.71,0.01,56.54
2017-01-05,28.22,15.14,0.1,63.76
2017-01-06,28.92,14.73,0.0,59.79
2017-01-07,29.33,14.37,0.0,56.85
2017-01-08,30.38,14.7,0.0,48.87
2017-01-09,30.44,14.82,0.0,45.95
2017-01-10,28.43,12.99,0.0,50.21
2017-01-11,27.75,12.39,0.12,48.26
2017-01-12,28.79,13.04,0.01,51.33
2017-01-13,29.08,12.88,0.0,51.12
2017-01-14,29.72,14.84,0.38,52.46
2017-01-15,29.4,14.88,1.57,55.68
2017-01-16,28.82,12.52,0.03,50.03
2017-01-17,28.23,13.36,0.3,58.21
2017-01-18,28.7,14.44,0.24,59.33
2017-01-19,30.02,15.07,0.2,56.3
2017-01-20,29.88,14.76,0.06,54.94
2017-01-21,29.51,13.91,0.21,54.87
2017-01-22,26.83,14.81,0.43,63.44
2017-01-23,28.74,14.78,0.45,61.61
2017-01-24,30.04,14.33,0.43,55.7
2017-01-25,30.43,15.32,1.12,59.01
2017-01-26,29.99,15.81,0.34,59.39
2017-01-27,30.4,16.31,0.25,55.71
2017-01-28,30.84,16.47,0.29,56.21
2017-01-29,30.29,16.94,0.71,60.54
2017-01-30,30.6,17.29,0.46,60.25
2017-01-31,29.35,17.82,3.69,67.33
2017-02-01,29.65,16.17,3.54,67.79
2017-02-02,30.27,15.5,1.12,64.68
2017-02-03,30.59,15.84,0.62,58.64
2017-02-04,29.21,15.59,1.25,60.04
2017-02-05,28.81,15.49,0.79,65.96
2017-02-06,29.52,16.83,0.56,67.18
2017-02-07,30.28,16.44,0.09,61.03
2017-02-08,30.44,16.22,0.1,56.56
2017-02-09,30.68,15.7,0.04,55.08
2017-02-10,30.29,14.43,0.01,53.74
2017-02-11,30.71,16.45,0.01,55.89
2017-02-12,31.31,15.26,0.0,51.14
2017-02-13,31.83,14.51,0.01,53.61
2017-02-14,30.18,17.01,0.03,56.72
2017-02-15,29.64,16.27,1.44,60.52
2017-02-16,29.2,16.68,7.32,66.73
2017-02-17,29.13,15.98,5.35,72.83
2017-02-18,28.63,16.76,7.67,74.15
2017-02-19,26.49,15.91,8.71,75.91
2017-02-20,27.81,15.04,1.31,68.31
2017-02-21,29.48,15.25,0.03,58.3
2017-02-22,28.49,16.43,0.15,58.49
2017-02-23,28.95,16.55,0.82,64.82
2017-02-24,29.81,16.42,0.72,64.45
2017-02-25,28.91,16.84,1.21,68.37
2017-02-26,29.63,15.43,0.67,65.01
2017-02-27,29.5,16.62,0.78,61.36
2017-02-28,28.01,16.46,0.8,65.12
2017-03-01,28.84,15.23,1.1,64.46
2017-03-02,31.57,15.39,0.57,53.26
2017-03-03,31.75,16.76,3.02,55.74
2017-03-04,31.46,16.0,0.65,56.43
2017-03-05,32.27,16.44,0.12,50.07
2017-03-06,32.92,16.73,0.06,48.12
2017-03-07,33.12,16.63,0.01,44.55
2017-03-08,31.65,17.26,0.03,47.91
2017-03-09,32.2,16.27,0.05,48.06
2017-03-10,31.24,16.94,0.02,51.65
2017-03-11,31.08,16.05,0.01,51.06
2017-03-12,30.18,17.34,0.98,60.44
2017-03-13,32.77,15.93,0.02,47.23
2017-03-14,32.87,16.52,0.09,49.68
2017-03-15,30.11,16.99,0.94,59.15
2017-03-16,31.7,17.64,0.62,55.48
2017-03-17,32.25,17.91,0.23,52.45
2017-03-18,30.54,18.03,0.86,56.18
2017-03-19,30.88,17.5,0.65,63.33
2017-03-20,30.54,17.51,0.63,62.29
2017-03-21,31.14,17.73,0.46,62.45
2017-03-22,31.21,17.94,1.93,64.19
2017-03-23,32.27,17.3,0.91,60.35
2017-03-24,31.97,17.49,0.28,53.92
2017-03-25,31.67,17.6,0.33,55.68
2017-03-26,31.9,17.49,2.23,57.81
2017-03-27,31.73,17.98,2.31,63.51
2017-03-28,30.81,17.69,1.36,64.49
2017-03-29,30.62,17.58,1.17,63.06
2017-03-30,29.18,17.35,2.14,66.86
2017-03-31,30.69,17.27,0.54,60.6
2017-04-01,31.03,16.53,1.2,56.88
2017-04-02,31.75,16.63,1.02,53.82
2017-04-03,31.31,17.15,2.86,62.59
2017-04-04,31.12,16.68,4.35,66.28
2017-04-05,30.56,15.28,9.32,66.19
2017-04-06,29.05,15.91,4.35,74.34
2017-04-07,27.44,17.05,3.64,74.79
2017-04-08,28.47,16.22,2.66,74.06
2017-04-09,27.97,17.15,2.25,74.1
2017-04-10,27.59,16.93,3.95,74.6
2017-04-11,29.72,16.3,0.17,67.14
2017-04-12,29.74,16.83,0.06,65.64
2017-04-13,30.28,16.81,0.02,62.45
2017-04-14,30.72,15.4,0.01,57.5
2017-04-15,32.34,15.34,0.05,55.4
2017-04-16,30.96,17.86,4.74,67.77
2017-04-17,31.65,16.58,10.48,68.74
2017-04-18,25.98,17.92,21.1,81.85
2017-04-19,28.59,17.08,7.57,75.2
2017-04-20,27.18,17.07,9.3,77.38
2017-04-21,28.31,16.47,2.98,73.88
2017-04-22,28.49,15.92,5.59,74.32
2017-04-23,29.04,15.95,3.82,72.74
2017-04-24,29.45,16.45,0.76,72.22
2017-04-25,28.41,17.19,6.13,74.0
2017-04-26,29.16,16.54,1.81,72.8
2017-04-27,29.35,16.35,6.92,75.51
2017-04-28,29.98,16.61,1.9,70.35
2017-04-29,27.97,16.54,8.14,76.18
2017-04-30,28.37,15.84,10.0,74.44
2017-05-01,26.19,15.43,17.21,77.02
2017-05-02,27.49,15.49,8.38,77.28
2017-05-03,24.36,15.46,19.9,83.76
2017-05-04,25.85,14.93,5.76,80.09
2017-05-05,26.13,15.81,14.34,83.18
2017-05-06,26.04,16.43,4.91,83.48
2017-05-07,27.18,16.84,2.14,80.39
